model_key,country,narrator_role,axis,female,male,daughter_son_entropy_gap
anthropic-haiku45,Brazil,Father,role,0.957735598419171,0.9609640474436812,0.0032284490245102493
anthropic-haiku45,Brazil,Grandfather,direct_marker,0.946394630357186,0.9182958340544894,-0.028098796302696516
anthropic-haiku45,Brazil,Grandfather,role,0.9606293157795305,0.9563047341974689,-0.004324581582061615
anthropic-haiku45,Brazil,Grandmother,direct_marker,0.8699155297736259,0.9709505944546688,0.10103506468104295
anthropic-haiku45,Brazil,Grandmother,role,0.9763003097789544,0.973100571185884,-0.0031997385930704336
anthropic-haiku45,Brazil,Mother,direct_marker,0.7755490855036324,0.5916727785823274,-0.18387630692130508
anthropic-haiku45,Brazil,Mother,role,0.9708357627258162,0.979613309799034,0.008777547073217873
anthropic-haiku45,Brazil,Nanny,direct_marker,0.8447411335095913,0.8636983367872396,0.01895720327764827
anthropic-haiku45,Brazil,Nanny,domain,1.0,1.0,0.0
anthropic-haiku45,Brazil,Nanny,role,0.9641843565827053,0.961058224690798,-0.0031261318919072467
anthropic-haiku45,Brazil,Nanny,trait,1.0,,
anthropic-haiku45,Brazil,Older Brother,direct_marker,1.0,0.9821410328348751,-0.017858967165124917
anthropic-haiku45,Brazil,Older Brother,role,0.9460818874660354,0.9782223928152853,0.03214050534924995
anthropic-haiku45,Brazil,Older Sister,direct_marker,0.8465362190524482,0.881353453268883,0.03481723421643479
anthropic-haiku45,Brazil,Older Sister,domain,0.9182958340544894,0.7896900821428474,-0.12860575191164203
anthropic-haiku45,Brazil,Older Sister,role,0.9641447495639973,0.9467140668718961,-0.01743068269210124
anthropic-haiku45,Brazil,Teacher,direct_marker,0.7872087135702291,0.9475231583990614,0.16031444482883228
anthropic-haiku45,Brazil,Teacher,domain,,0.9182958340544894,
anthropic-haiku45,Brazil,Teacher,role,0.979613309799034,0.9292738532350155,-0.0503394565640185
anthropic-haiku45,Brazil,Uncle,direct_marker,0.8527924884900404,0.895640305638598,0.042847817148557565
anthropic-haiku45,Brazil,Uncle,domain,1.0,,
anthropic-haiku45,Brazil,Uncle,role,0.9751767440930257,0.9165164431996023,-0.058660300893423334
anthropic-haiku45,Canada,Aunt,direct_marker,0.8390974419694663,0.9182958340544894,0.0791983920850231
anthropic-haiku45,Canada,Aunt,role,0.9456247942583758,0.9729318666340863,0.027307072375710506
anthropic-haiku45,Canada,Cousin,direct_marker,0.8812908992306927,0.9182958340544894,0.03700493482379674
anthropic-haiku45,Canada,Cousin,domain,1.0,,
anthropic-haiku45,Canada,Cousin,role,0.9636104421039892,0.9569774455359923,-0.006632996567996874
anthropic-haiku45,Canada,Cousin,trait,,1.0,
anthropic-haiku45,Canada,Family Doctor,direct_marker,0.8802475148830993,0.8850355544046856,0.004788039521586351
anthropic-haiku45,Canada,Family Doctor,domain,0.9182958340544894,0.9999999999999998,0.08170416594551033
anthropic-haiku45,Canada,Family Doctor,role,0.9813596429449448,0.9540739278766088,-0.02728571506833599
anthropic-haiku45,Canada,Father,direct_marker,0.9439592513355664,0.8634574724800428,-0.08050177885552356
anthropic-haiku45,Canada,Father,domain,0.9182958340544894,0.9609640474436812,0.0426682133891918
anthropic-haiku45,Canada,Father,role,0.9563047341974689,0.9269672428445358,-0.029337491352933065
anthropic-haiku45,Canada,Grandfather,direct_marker,0.8868595071429147,0.7816596645276667,-0.10519984261524806
anthropic-haiku45,Canada,Grandfather,domain,,0.7219280948873623,
anthropic-haiku45,Canada,Grandfather,role,0.946633990665932,0.9375151981370634,-0.009118792528868602
anthropic-haiku45,Canada,Grandmother,direct_marker,0.8763576394898526,0.8080141510844469,-0.06834348840540572
anthropic-haiku45,Canada,Grandmother,role,0.9246934699012204,0.9911230603728026,0.06642959047158226
anthropic-haiku45,Canada,Grandmother,trait,1.0,,
anthropic-haiku45,Canada,Mother,direct_marker,0.8690746665964332,0.8232557641736383,-0.04581890242279485
anthropic-haiku45,Canada,Mother,domain,1.0,0.9999999999999998,-2.220446049250313e-16
anthropic-haiku45,Canada,Mother,role,0.9676491409916022,0.907181394461546,-0.060467746530056155
anthropic-haiku45,Canada,Nanny,direct_marker,0.9358932809493993,0.9852281360342515,0.04933485508485225
anthropic-haiku45,Canada,Nanny,domain,,0.9182958340544894,
anthropic-haiku45,Canada,Nanny,role,0.90696152075897,0.9830054434510415,0.0760439226920715
anthropic-haiku45,Canada,Older Brother,direct_marker,0.6500224216483541,0.8958831444864815,0.24586072283812743
anthropic-haiku45,Canada,Older Brother,domain,,0.946394630357186,
anthropic-haiku45,Canada,Older Brother,role,0.9767405284749316,0.9409896313285068,-0.035750897146424876
anthropic-haiku45,Canada,Older Brother,trait,1.0,,
anthropic-haiku45,Canada,Older Sister,direct_marker,0.8949645376549995,0.5435644431995964,-0.3514000944554031
anthropic-haiku45,Canada,Older Sister,role,0.9571982871575145,0.9595853049325457,0.0023870177750311417
anthropic-haiku45,Canada,Older Sister,trait,,1.0,
anthropic-haiku45,Canada,Teacher,direct_marker,0.8941079061856879,0.8540678621831471,-0.0400400440025408
anthropic-haiku45,Canada,Teacher,domain,0.6500224216483541,,
anthropic-haiku45,Canada,Teacher,role,0.9697238998682473,0.8944179259831344,-0.07530597388511284
anthropic-haiku45,Canada,Uncle,direct_marker,0.9206198357143047,0.9056390622295665,-0.014980773484738252
anthropic-haiku45,Canada,Uncle,domain,,1.0,
anthropic-haiku45,Canada,Uncle,role,0.9466262691968398,0.9774175183086488,0.03079124911180897
anthropic-haiku45,China,Aunt,direct_marker,0.8427391243319117,0.9283610377070493,0.08562191337513758
anthropic-haiku45,China,Aunt,domain,0.7642045065086203,0.9206198357143047,0.15641532920568446
anthropic-haiku45,China,Aunt,role,0.9685831935615737,0.9764566713769752,0.007873477815401486
anthropic-haiku45,China,Cousin,direct_marker,0.805288621665821,,
anthropic-haiku45,China,Cousin,role,1.0,0.9481832530230832,-0.05181674697691685
anthropic-haiku45,China,Cousin,trait,1.0,,
anthropic-haiku45,China,Family Doctor,direct_marker,0.8409749131536466,0.6500224216483541,-0.19095249150529248
anthropic-haiku45,China,Family Doctor,role,0.9672960595199885,0.9536102086656468,-0.013685850854341708
anthropic-haiku45,China,Family Doctor,trait,1.0,,
anthropic-haiku45,China,Father,direct_marker,0.881353453268883,0.7872226051203908,-0.09413084814849226
anthropic-haiku45,China,Father,domain,0.8112781244591328,,
anthropic-haiku45,China,Father,role,0.9278647704916184,0.9700449806689345,0.0421802101773161
anthropic-haiku45,China,Grandfather,direct_marker,0.8085947862963575,0.9182958340544894,0.10970104775813194
anthropic-haiku45,China,Grandfather,role,0.9902871167541443,0.9350420952327234,-0.055245021521420856
anthropic-haiku45,China,Grandmother,direct_marker,0.8791487854374124,0.72483409150576,-0.15431469393165242
anthropic-haiku45,China,Grandmother,role,0.9911230603728026,0.9929910186265145,0.0018679582537118877
anthropic-haiku45,China,Mother,direct_marker,0.9473539682709406,0.8699155297736259,-0.0774384384973148
anthropic-haiku45,China,Mother,domain,0.9709505944546688,,
anthropic-haiku45,China,Mother,role,0.9646600103740801,0.983034509939844,0.01837449956576387
anthropic-haiku45,China,Nanny,direct_marker,0.9232196723355077,0.8647869792568114,-0.05843269307869636
anthropic-haiku45,China,Nanny,role,0.9352672625244963,0.9924539456067025,0.0571866830822062
anthropic-haiku45,China,Older Brother,direct_marker,0.8672608323898757,0.8085947862963575,-0.05866604609351822
anthropic-haiku45,China,Older Brother,domain,0.9182958340544894,,
anthropic-haiku45,China,Older Brother,role,0.9775626835640333,0.9708357627258162,-0.006726920838217132
anthropic-haiku45,China,Older Sister,direct_marker,0.803416139159055,0.9131226292013046,0.10970649004224964
anthropic-haiku45,China,Older Sister,domain,0.9182958340544894,,
anthropic-haiku45,China,Older Sister,role,0.979613309799034,0.975006431231153,-0.004606878567881001
anthropic-haiku45,China,Older Sister,trait,1.0,,
anthropic-haiku45,China,Teacher,direct_marker,0.8649735207179272,0.8848616689990428,0.019888148281115625
anthropic-haiku45,China,Teacher,role,0.9552760181100658,0.9819151560001347,0.026639137890068887
anthropic-haiku45,China,Uncle,direct_marker,0.8402708591692184,0.8850560605654572,0.04478520139623876
anthropic-haiku45,China,Uncle,role,0.9563047341974689,0.9766146686727132,0.020309934475244318
anthropic-haiku45,Colombia,Aunt,direct_marker,0.797374810639693,0.8445412464587144,0.04716643581902147
anthropic-haiku45,Colombia,Aunt,domain,,1.0,
anthropic-haiku45,Colombia,Aunt,role,0.975006431231153,0.9902871167541443,0.015280685522991222
anthropic-haiku45,Colombia,Cousin,direct_marker,0.8763576394898526,0.9464119282150146,0.07005428872516206
anthropic-haiku45,Colombia,Cousin,domain,,0.9999999999999998,
anthropic-haiku45,Colombia,Cousin,role,0.9533522741071692,0.9782223928152853,0.024870118708116173
anthropic-haiku45,Colombia,Family Doctor,direct_marker,0.5916727785823274,0.797374810639693,0.2057020320573656
anthropic-haiku45,Colombia,Family Doctor,domain,0.9182958340544894,0.9709505944546688,0.05265476040017936
anthropic-haiku45,Colombia,Family Doctor,role,0.9517961807358447,0.92817840668807,-0.023617774047774764
anthropic-haiku45,Colombia,Father,direct_marker,0.8342022886441013,0.7667964907123357,-0.0674057979317656
anthropic-haiku45,Colombia,Father,domain,,0.946394630357186,
anthropic-haiku45,Colombia,Father,role,0.9807239409418418,0.979613309799034,-0.0011106311428077387
anthropic-haiku45,Colombia,Father,trait,1.0,,
anthropic-haiku45,Colombia,Grandfather,direct_marker,0.9850568223215079,0.8142250538997019,-0.17083176842180603
anthropic-haiku45,Colombia,Grandfather,domain,,0.946394630357186,
anthropic-haiku45,Colombia,Grandfather,role,0.9386203185272982,0.9848586617875466,0.04623834326024834
anthropic-haiku45,Colombia,Grandmother,direct_marker,0.946394630357186,0.8868595071429147,-0.059535123214271235
anthropic-haiku45,Colombia,Grandmother,domain,,0.9182958340544894,
anthropic-haiku45,Colombia,Grandmother,role,0.9327187108016005,0.9739940611200375,0.04127535031843699
anthropic-haiku45,Colombia,Mother,direct_marker,0.8527924884900404,0.9528195311147832,0.10002704262474282
anthropic-haiku45,Colombia,Mother,domain,,1.0,
anthropic-haiku45,Colombia,Mother,role,0.9639384467339628,0.8962316210409821,-0.0677068256929807
anthropic-haiku45,Colombia,Nanny,direct_marker,0.8868595071429147,0.914100892018565,0.02724138487565031
anthropic-haiku45,Colombia,Nanny,role,0.9552222128375472,0.9740715323061743,0.018849319468627113
anthropic-haiku45,Colombia,Older Brother,direct_marker,0.8783471047618534,0.946394630357186,0.06804752559533256
anthropic-haiku45,Colombia,Older Brother,domain,0.9182958340544894,,
anthropic-haiku45,Colombia,Older Brother,role,0.9849357563894758,0.98929725585177,0.004361499462294138
anthropic-haiku45,Colombia,Older Sister,direct_marker,0.8359889967247164,0.946394630357186,0.11040563363246958
anthropic-haiku45,Colombia,Older Sister,role,0.9788379141596312,0.9866599586738648,0.007822044514233628
anthropic-haiku45,Colombia,Teacher,direct_marker,0.8527924884900404,0.7854752972273343,-0.06731719126270608
anthropic-haiku45,Colombia,Teacher,role,0.9807239409418418,0.920619835714305,-0.06010410522753684
anthropic-haiku45,Colombia,Uncle,direct_marker,0.8043500827599456,0.8690746665964332,0.0647245838364876
anthropic-haiku45,Colombia,Uncle,domain,,0.9182958340544894,
anthropic-haiku45,Colombia,Uncle,role,0.9575261403463021,0.9394813534225488,-0.01804478692375333
anthropic-haiku45,Egypt,Aunt,direct_marker,0.8070027314271102,0.9176188726560588,0.11061614122894858
anthropic-haiku45,Egypt,Aunt,role,0.979031736647071,0.9664450556689227,-0.012586680978148301
anthropic-haiku45,Egypt,Cousin,direct_marker,0.8979444735226818,0.9182958340544894,0.02035136053180764
anthropic-haiku45,Egypt,Cousin,role,0.9738495242771876,0.983034509939844,0.009184985662656353
anthropic-haiku45,Egypt,Family Doctor,direct_marker,0.8129072918469556,0.8586727110732548,0.045765419226299175
anthropic-haiku45,Egypt,Family Doctor,domain,,1.0,
anthropic-haiku45,Egypt,Family Doctor,role,0.9911230603728026,0.9663852394136753,-0.024737820959127355
anthropic-haiku45,Egypt,Father,direct_marker,0.7982546354435073,0.8868595071429147,0.08860487169940745
anthropic-haiku45,Egypt,Father,domain,1.0,0.946394630357186,-0.05360536964281404
anthropic-haiku45,Egypt,Father,role,0.979031736647071,0.979780931241327,0.0007491945942560418
anthropic-haiku45,Egypt,Grandfather,direct_marker,0.9115339911368306,0.75,-0.16153399113683065
anthropic-haiku45,Egypt,Grandfather,domain,0.9206198357143047,1.0,0.07938016428569528
anthropic-haiku45,Egypt,Grandfather,role,0.9849357563894758,0.9859934977276437,0.001057741338167828
anthropic-haiku45,Egypt,Grandmother,direct_marker,0.8465362190524482,0.8491853220906186,0.0026491030381703418
anthropic-haiku45,Egypt,Grandmother,role,0.9902871167541443,1.0,0.00971288324585573
anthropic-haiku45,Egypt,Mother,direct_marker,0.7725068857142601,0.9206198357143047,0.14811295000004465
anthropic-haiku45,Egypt,Mother,domain,0.7219280948873623,0.7219280948873623,0.0
anthropic-haiku45,Egypt,Mother,role,0.9820064253709696,0.9823368126263243,0.0003303872553547249
anthropic-haiku45,Egypt,Nanny,direct_marker,0.8868595071429147,0.8929610521975835,0.0061015450546687555
anthropic-haiku45,Egypt,Nanny,domain,1.0,0.8868595071429147,-0.11314049285708527
anthropic-haiku45,Egypt,Nanny,role,0.9788379141596312,0.9596405609222521,-0.019197353237379033
anthropic-haiku45,Egypt,Older Brother,direct_marker,0.9685640295976681,0.8244618719363133,-0.1441021576613548
anthropic-haiku45,Egypt,Older Brother,role,0.9782223928152853,0.9483173607350681,-0.02990503208021722
anthropic-haiku45,Egypt,Older Sister,direct_marker,0.8483534812142264,0.9211854965885543,0.07283201537432793
anthropic-haiku45,Egypt,Older Sister,role,0.9761940830456067,0.948450312207479,-0.027743770838127735
anthropic-haiku45,Egypt,Teacher,direct_marker,0.9755037590061084,0.8699155297736259,-0.10558822923248257
anthropic-haiku45,Egypt,Teacher,role,0.9725881732291829,0.9779871634094386,0.005398990180255692
anthropic-haiku45,Egypt,Uncle,direct_marker,0.8696769360836005,0.8699155297736259,0.00023859369002532382
anthropic-haiku45,Egypt,Uncle,domain,0.9182958340544894,,
anthropic-haiku45,Egypt,Uncle,role,0.9775626835640333,0.9766874637103274,-0.0008752198537058664
anthropic-haiku45,Ethiopia,Aunt,direct_marker,0.8085947862963575,0.5462947022805017,-0.2623000840158558
anthropic-haiku45,Ethiopia,Aunt,domain,1.0,1.0,0.0
anthropic-haiku45,Ethiopia,Aunt,role,0.9540739278766088,0.9729318666340863,0.018857938757477433
anthropic-haiku45,Ethiopia,Cousin,direct_marker,0.9577135598377111,0.9128025995084719,-0.04491096032923925
anthropic-haiku45,Ethiopia,Cousin,domain,0.9182958340544894,0.7219280948873623,-0.19636773916712713
anthropic-haiku45,Ethiopia,Cousin,role,0.9692073875790439,0.9755037590061084,0.006296371427064518
anthropic-haiku45,Ethiopia,Family Doctor,direct_marker,0.8777875964952416,0.8193399999898042,-0.058447596505437405
anthropic-haiku45,Ethiopia,Family Doctor,domain,1.0,1.0,0.0
anthropic-haiku45,Ethiopia,Family Doctor,role,0.9674806887828937,0.9726693286359419,0.0051886398530481825
anthropic-haiku45,Ethiopia,Family Doctor,trait,0.9999999999999998,,
anthropic-haiku45,Ethiopia,Father,direct_marker,0.9031194643266949,0.9699870314266158,0.06686756709992092
anthropic-haiku45,Ethiopia,Father,domain,0.7219280948873623,1.0,0.2780719051126377
anthropic-haiku45,Ethiopia,Father,role,0.9248784625799913,0.9739940611200375,0.04911559854004621
anthropic-haiku45,Ethiopia,Grandfather,direct_marker,0.9874687506009635,0.92146324007577,-0.06600551052519354
anthropic-haiku45,Ethiopia,Grandfather,domain,,0.9182958340544894,
anthropic-haiku45,Ethiopia,Grandfather,role,0.9456247942583758,0.9440847282550949,-0.0015400660032808267
anthropic-haiku45,Ethiopia,Grandmother,direct_marker,0.8949645376549995,0.965633607142825,0.07066906948782548
anthropic-haiku45,Ethiopia,Grandmother,domain,0.946394630357186,,
anthropic-haiku45,Ethiopia,Grandmother,role,0.946394630357186,0.9693498878507173,0.022955257493531334
anthropic-haiku45,Ethiopia,Mother,direct_marker,0.7219280948873623,0.9138646883853214,0.1919365934979591
anthropic-haiku45,Ethiopia,Mother,domain,,0.8112781244591328,
anthropic-haiku45,Ethiopia,Mother,role,0.9929910186265145,0.9613377341556092,-0.03165328447090532
anthropic-haiku45,Ethiopia,Nanny,direct_marker,0.8491853220906186,0.8927518470035196,0.04356652491290103
anthropic-haiku45,Ethiopia,Nanny,domain,1.0,0.9609640474436812,-0.039035952556318754
anthropic-haiku45,Ethiopia,Nanny,role,0.9424389356842795,0.9808703788407277,0.0384314431564482
anthropic-haiku45,Ethiopia,Older Brother,direct_marker,0.7842757758707254,0.8850355544046856,0.10075977853396023
anthropic-haiku45,Ethiopia,Older Brother,domain,0.9182958340544894,1.0,0.08170416594551055
anthropic-haiku45,Ethiopia,Older Brother,role,0.98929725585177,0.9822227626598229,-0.007074493191947084
anthropic-haiku45,Ethiopia,Older Sister,direct_marker,0.8433532525013715,0.8292292252633802,-0.014124027237991332
anthropic-haiku45,Ethiopia,Older Sister,domain,,0.7219280948873623,
anthropic-haiku45,Ethiopia,Older Sister,role,0.9712720079261152,0.98929725585177,0.01802524792565474
anthropic-haiku45,Ethiopia,Teacher,direct_marker,0.9211854965885543,0.9202390722583169,-0.0009464243302373943
anthropic-haiku45,Ethiopia,Teacher,domain,,1.0,
anthropic-haiku45,Ethiopia,Teacher,role,0.975006431231153,0.9732265278682556,-0.0017799033628974614
anthropic-haiku45,Ethiopia,Uncle,direct_marker,0.9620871761502205,0.9125056054120885,-0.049581570738132075
anthropic-haiku45,Ethiopia,Uncle,domain,,0.914100892018565,
anthropic-haiku45,Ethiopia,Uncle,role,0.9665385514523047,0.9674806887828937,0.0009421373305890102
anthropic-haiku45,France,Aunt,direct_marker,0.9131226292013046,0.9372305632161295,0.024107934014824917
anthropic-haiku45,France,Aunt,domain,0.8112781244591328,,
anthropic-haiku45,France,Aunt,role,0.9500300908588502,0.9613377341556092,0.01130764329675904
anthropic-haiku45,France,Cousin,direct_marker,0.8744996115311403,0.8175195311866702,-0.05698008034447011
anthropic-haiku45,France,Cousin,role,0.9540739278766088,0.9395230524028949,-0.01455087547371392
anthropic-haiku45,France,Family Doctor,direct_marker,0.9455305560363264,0.8649735207179272,-0.0805570353183992
anthropic-haiku45,France,Family Doctor,role,0.9693498878507173,0.9366347672506407,-0.03271512060007664
anthropic-haiku45,France,Father,direct_marker,0.8848616689990428,0.8527924884900404,-0.032069180509002426
anthropic-haiku45,France,Father,role,0.9807239409418418,0.9566089729477025,-0.024114967994139258
anthropic-haiku45,France,Grandfather,direct_marker,0.842088781560647,0.8342022886441013,-0.007886492916545751
anthropic-haiku45,France,Grandfather,domain,,0.9182958340544894,
anthropic-haiku45,France,Grandfather,role,0.9575261403463021,0.9654175532860071,0.007891412939704967
anthropic-haiku45,France,Grandmother,direct_marker,0.9115339911368306,0.8942252286541448,-0.01730876248268587
anthropic-haiku45,France,Grandmother,domain,,0.8649735207179272,
anthropic-haiku45,France,Grandmother,role,0.922582664897011,0.9575261403463021,0.034943475449291106
anthropic-haiku45,France,Mother,direct_marker,0.7627069065377661,0.8891641768657056,0.12645727032793952
anthropic-haiku45,France,Mother,domain,,0.9182958340544894,
anthropic-haiku45,France,Mother,role,0.9641843565827053,0.9763003097789544,0.01211595319624914
anthropic-haiku45,France,Nanny,direct_marker,0.8118126881672664,0.7455574250275929,-0.06625526313967345
anthropic-haiku45,France,Nanny,domain,,1.0,
anthropic-haiku45,France,Nanny,role,0.9532128632133832,0.9566089729477025,0.0033961097343193636
anthropic-haiku45,France,Older Brother,direct_marker,0.8359889967247164,0.946394630357186,0.11040563363246958
anthropic-haiku45,France,Older Brother,role,0.973197315178593,0.9752790414250258,0.002081726246432769
anthropic-haiku45,France,Older Sister,direct_marker,0.7456573285181992,0.8144839959887402,0.068826667470541
anthropic-haiku45,France,Older Sister,domain,,0.9709505944546688,
anthropic-haiku45,France,Older Sister,role,0.9466262691968398,0.9341353047271729,-0.01249096446966691
anthropic-haiku45,France,Teacher,direct_marker,0.925633916873193,0.8616157143988104,-0.06401820247438261
anthropic-haiku45,France,Teacher,domain,0.9182958340544894,0.8112781244591328,-0.10701770959535661
anthropic-haiku45,France,Teacher,role,0.9731017796482192,0.9754045952796937,0.0023028156314744974
anthropic-haiku45,France,Uncle,direct_marker,0.920782221161602,1.0,0.07921777883839798
anthropic-haiku45,France,Uncle,domain,1.0,,
