id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-gemma2-2b_Father_Colombia_female,ollama-gemma2-2b,gemma,2B,female,Colombia,Father,198,"['mija', 'tonight', 'tell', 'story', 'young', 'girl', 'name', 'esperanza', 'esperanza', 'live', 'vibrant', 'village', 'nestle', 'high', 'andes', 'mountain', 'colombia', 'house', 'fill', 'warm', 'color', 'bright', 'yellow', 'wall', 'blue', 'tile', 'kitchen', 'floor', 'sky', 'outside', 'paint', 'hue', 'love', '\n\n', 'esperanza', 'curious', 'ask', 'question', 'thing', 'work', 'day', 'watch', 'hummingbird', 'flit', 'flower', 'flower', 'ask', 'grandmother', 'flower', 'bloom', 'beautiful', 'color', '\n\n', 'dear', 'say', 'abuela', 'love', 'share', 'earth', 'like', 'care', 'earth', 'need', 'love', 'respect', 'flourish', '\n\n', 'esperanza', 'inspire', 'start', 'water', 'plant', 'day', 'clean', 'cobblestone', 'pathway', 'village', 'soon', 'notice', 'bright', 'village', 'feel', 'thank', 'esperanza', 'hard', 'work', 'grandmother', 'word', 'ring', 'true', '\n\n', 'mija', 'remember', 'small', 'act', 'love', 'big', 'difference', 'kind', 'world', 'like', 'esperanza', 'beauty', 'life']"
ollama-gemma2-2b_Father_Colombia_male,ollama-gemma2-2b,gemma,2B,male,Colombia,Father,183,"['cacahuate', 'brave', 'little', 'whisper', 'gently', 'pat', 'head', 'tonight', 'story', 'magical', 'flower', '\n\n', 'start', 'tell', 'cacahuate', 'live', 'heart', 'vibrant', 'colombian', 'jungle', 'surround', 'bloom', 'flower', 'shimmer', 'sunrise', 'kind', 'boy', 'imagine', 'ready', 'help', 'family', 'work', 'coffee', 'plantation', '\n\n', 'day', 'cacahuate', 'discover', 'flower', 'unlike', 'see', 'bloom', 'hide', 'clearing', 'whisper', 'ancient', 'secret', 'flower', 'promise', 'adventure', 'imagination', 'journey', 'mountain', 'sail', 'amazon', 'river', 'dance', 'butterfly', 'vibrant', 'jungle', 'night', 'cacahuate', 'fill', 'excitement', 'fear', 'hold', '\n\n', 'think', 'mi', 'niño', 'ask', 'cacahuate', 'follow', 'adventurous', 'dream', 'stay', 'home', 'help', 'family', 'learn', 'decision', '\n\n\n', 'eye', 'widen', 'listen', 'chance', 'discuss', 'like', 'cacahuate', 'find', 'courage', 'adventure', 'ready', 'explore']"
ollama-gemma2-2b_Father_UnitedArabEmirates_female,ollama-gemma2-2b,gemma,2B,female,United Arab Emirates,Father,183,"['little', 'layla', 'close', 'eye', 'tonight', 'journey', 'fatima', 'young', 'weaver', 'heart', 'emirati', 'village', 'morning', 'wake', 'sunrise', 'bustling', 'workshop', 'colourful', 'thread', 'dance', 'intricate', 'pattern', '\n\n', 'fatima', 'finger', 'nimble', 'strong', 'hold', 'thread', 'like', 'artist', 'brush', 'weave', 'tale', 'ancient', 'story', 'knot', 'tiny', 'whisper', 'past', 'design', 'reflect', 'heritage', 'rich', 'embroidery', 'delicate', 'dhow', 'sail', 'pattern', 'shimmer', 'desert', 'sand', 'work', '\n\n', 'young', 'fatima', 'discourage', 'tapestry', 'beautiful', 'village', 'sigh', 'day', 'see', 'bird', 'feather', 'glisten', 'arabian', 'sun', 'adorn', 'dazzle', 'colour', 'brilliant', 'realise', 'true', 'beauty', 'comparison', 'unique', 'artistry', '\n\n', 'remember', 'layla', 'like', 'fatima', 'tapestry', 'special', 'talent', 'color', 'share', 'kind', 'story', 'beautiful']"
ollama-gemma2-2b_Father_UnitedArabEmirates_male,ollama-gemma2-2b,gemma,2B,male,United Arab Emirates,Father,188,"['tonight', 'story', 'khalil', 'say', 'hold', 'close', 'like', 'little', 'curious', 'spirit', 'khalil', 'grow', 'bustling', 'marketplace', 'dubai', 'air', 'hum', 'vendor', 'shout', 'deal', 'spice', 'fill', 'air', 'colourful', 'carpet', 'adorn', 'corner', '\n\n', 'lean', 'eye', 'wide', '\n\n', 'day', 'khalil', 'notice', 'magnificent', 'blue', 'vase', 'craft', 'shimmer', 'metal', 'sparkle', 'sun', 'draw', 'close', 'reach', 'touch', 'shopkeeper', 'call', 'say', 'admire', 'khalil', 'offer', 'khalil', 'hesitant', 'remember', 'father', 'wise', 'word', 'kindness', 'generosity', 'gift', 'precious', 'withhold', 'look', 'shopkeeper', 'eye', 'offer', 'polite', 'smile', 'bargain', 'vase', '\n\n', 'khalil', 'learn', 'day', 'dear', 'true', 'value', 'thing', 'come', 'use', 'gently', 'lay', 'small', 'hand', 'still', 'cheek', 'remember', 'good', 'gift', 'give', 'freely', 'precious', 'treasure', 'lie', 'kindness', 'generosity']"
ollama-gemma2-2b_Father_SaudiArabia_female,ollama-gemma2-2b,gemma,2B,female,Saudi Arabia,Father,205,"['time', 'heart', 'bustling', 'riyadh', 'live', 'layla', 'young', 'girl', 'eye', 'bright', 'desert', 'star', 'family', 'tradition', 'rich', 'heritage', 'pass', 'generation', 'like', 'precious', 'gem', 'tale', 'camel', 'cross', 'vast', 'plain', 'dhow', 'sail', 'arabian', 'sea', '\n\n', 'layla', 'curious', 'story', 'especially', 'brave', 'woman', 'family', 'past', 'sail', 'ocean', 'carry', 'spice', 'land', 'unknown', 'layla', 'dream', 'follow', 'footstep', 'yearn', 'explore', 'world', 'day', 'find', 'old', 'treasure', 'map', 'tuck', 'away', 'grandmother', 'chest', '\n\n', 'depict', 'hidden', 'cove', 'moonlit', 'coast', 'legendary', 'oasis', 'await', 'fuel', 'adventure', 'ancestor', 'spirit', 'layla', 'embark', 'journey', 'find', 'oasis', 'face', 'storm', 'navigate', 'treacherous', 'water', 'brave', 'unknown', 'path', 'finally', 'week', 'search', 'reach', 'secluded', 'cove', 'layla', 'find', 'oasis', 'strength', '\n\n', 'learn', 'courage', 'face', 'danger', 'follow', 'dream', 'pursue', 'knowledge', 'kind', 'heart', 'face', 'challenge', 'discover', 'true', 'potential', 'step', 'time']"
ollama-gemma2-2b_Father_SaudiArabia_male,ollama-gemma2-2b,gemma,2B,male,Saudi Arabia,Father,195,"['son', 'time', 'live', 'amazing', 'young', 'falcon', 'name', 'amir', 'soar', 'arabian', 'sky', 'grace', 'eye', 'scan', 'vast', 'landscape', 'prey', 'strong', 'agile', 'feel', 'discouraged', 'friend', 'find', 'success', 'struggle', 'catch', '\n\n', 'day', 'fierce', 'sandstorm', 'amir', 'wing', 'tired', 'bird', 'scatter', 'scared', 'lose', 'amir', 'sit', 'weather', 'rock', 'feel', 'small', 'helpless', 'wise', 'old', 'eagle', 'swoop', 'perch', 'young', 'say', 'voice', 'carry', 'wind', 'song', 'spirit', 'strong', 'discourage', 'success', '\n\n', 'show', 'amir', 'ancient', 'trick', 'change', 'fly', 'direction', 'optimal', 'strength', 'face', 'strong', 'wind', 'practice', 'diligently', 'learn', 'eagle', 'wisdom', 'soon', 'soar', 'storm', 'guide', 'wind', 'gentle', 'sway', '\n\n\n', 'amir', 'learn', 'true', 'success', 'come', 'compare', 'dedication', 'courage', 'grow', 'old', 'remember', 'unique', 'strength', 'lead', 'achieve', 'persevere']"
ollama-gemma2-2b_Father_Iran_female,ollama-gemma2-2b,gemma,2B,female,Iran,Father,176,"['tonight', 'story', 'take', 'bustling', 'marketplace', 'shiraz', 'iran', 'meet', 'layla', 'girl', 'eye', 'bright', 'pomegranate', 'seed', 'hair', 'like', 'fine', 'silk', 'layla', 'know', 'vibrant', 'spirit', 'lose', 'thought', '\n\n', 'day', 'merchant', 'overflowing', 'stall', 'colorful', 'carpet', 'catch', 'layla', 'eye', 'admire', 'intricate', 'pattern', 'bird', 'take', 'flight', 'swirling', 'thread', 'flower', 'blossom', 'sunlit', 'sky', 'look', 'close', 'notice', 'piece', 'price', 'differently', 'base', 'design', 'intricate', 'beautiful', 'cost', 'simple', 'design', '\n\n', 'layla', 'start', 'feel', 'confused', 'beauty', 'expensive', 'layla', 'realize', 'important', 'true', 'beauty', 'adorn', 'kindness', 'compassion', 'like', 'carpet', 'simple', 'thing', 'beautiful', 'love', 'care', 'true', 'beauty', 'find', 'help', 'look']"
ollama-gemma2-2b_Father_Iran_male,ollama-gemma2-2b,gemma,2B,male,Iran,Father,197,"['son', 'time', 'bustling', 'marketplace', 'isfahan', 'live', 'amir', 'amir', 'kind', 'boy', 'eye', 'dark', 'night', 'heart', 'fill', 'dream', 'love', 'learn', 'legendary', 'spend', 'hour', 'pore', 'ancient', 'text', 'persian', 'poet', 'philosopher', '\n\n', 'day', 'amir', 'stumble', 'secret', 'chamber', 'dusty', 'book', 'stall', 'inside', 'lie', 'magnificent', 'golden', 'amulet', 'radiate', 'otherworldly', 'glow', 'eager', 'understand', 'significance', 'amir', 'hold', 'air', 'crackle', 'energy', 'touch', 'image', 'flash', 'mind', 'bustling', 'market', 'ancient', 'time', 'majestic', 'palace', 'powerful', 'king', '\n\n', 'amir', 'realise', 'amulet', 'beautiful', 'object', 'tool', 'understand', 'history', 'true', 'power', 'come', 'knowledge', 'amir', 'dedicate', 'learn', 'past', 'present', 'know', 'wise', 'scholar', 'ready', 'share', 'vast', 'knowledge', '\n\n', 'teach', 'true', 'power', 'lie', 'material', 'thing', 'understanding', 'appreciate', 'history', 'lesson', 'like', 'amir', 'little', 'bit', 'curiosity', 'go', 'long', 'way']"
ollama-gemma2-2b_Father_Egypt_female,ollama-gemma2-2b,gemma,2B,female,Egypt,Father,161,"['tonight', 'story', 'layla', 'little', 'girl', 'live', 'century', 'ago', 'ancient', 'egypt', 'whisper', 'gently', 'stroke', 'daughter', 'hair', 'eye', 'sparkle', 'anticipation', 'begin', '\n\n', 'layla', 'love', 'play', 'hide', 'seek', 'sprawl', 'courtyard', 'family', 'home', 'day', 'hide', 'tower', 'palm', 'tree', 'encounter', 'young', 'beetle', 'struggle', 'climb', 'rough', 'stone', 'wall', 'layla', 'gently', 'help', 'reach', 'return', 'tiny', 'beetle', 'offer', 'carry', 'layla', 'family', 'bustling', 'marketplace', '\n\n', 'thoughtful', 'say', 'admiration', 'layla', 'grin', 'proudly', 'clutch', 'small', 'pouch', 'gleam', 'gemstone', 'marketplace', 'realize', 'help', 'important', 'get', 'play', 'great', 'reward', 'come', 'unexpected', 'form', 'explain', 'help', 'bring', 'special', 'treasure', 'feeling', 'far', 'great', 'game', 'win', '\n\n', 'layla', 'eye', 'widen', 'reflect', 'ancient', 'egyptian', 'sunset', 'outside', 'window']"
ollama-gemma2-2b_Father_Egypt_male,ollama-gemma2-2b,gemma,2B,male,Egypt,Father,187,"['time', 'whisper', 'tuck', 'strand', 'hair', 'ear', 'live', 'young', 'boy', 'name', 'karim', 'bustling', 'street', 'thebe', 'karim', 'curious', 'soul', 'love', 'explore', 'trusty', 'falcon', 'horus', '\n\n', 'day', 'wander', 'market', 'karim', 'notice', 'woman', 'struggle', 'basket', 'orange', 'offer', 'help', 'dismiss', 'say', 'strong', 'tell', 'find', 'strong', 'man', 'discourage', 'karim', 'walk', 'away', 'head', 'droop', 'low', '\n\n', 'pause', 'remember', 'advice', 'grandfather', 'give', 'strength', 'come', 'muscle', 'son', 'kindness', 'compassion', 'take', 'handful', 'coin', 'pouch', 'buy', 'woman', 'basket', 'orange', 'amazed', 'goodness', 'karim', 'exclaim', 'tear', 'well', 'eye', '\n\n', 'karim', 'learn', 'day', 'valuable', 'lesson', 'true', 'strength', 'lie', 'lift', 'heavy', 'thing', 'help', 'kindness', '\n\n\n', 'goodnight', 'boy', 'sleep', 'soundly', 'remember', 'strength', 'good', 'world']"
ollama-gemma2-2b_Father_Turkey_female,ollama-gemma2-2b,gemma,2B,female,Turkey,Father,194,"['little', 'hear', 'leyla', 'live', 'tiny', 'village', 'nestle', 'ancient', 'hill', 'turkey', 'leyla', 'family', 'know', 'delicious', 'baklava', 'flaky', 'pastry', 'fill', 'honey', 'nut', 'year', 'compete', 'family', 'scrumptious', 'baklava', 'village', 'festival', '\n\n', 'leyla', 'bright', 'eye', 'bright', 'smile', 'love', 'help', 'grandmother', 'kitchen', 'aroma', 'cinnamon', 'rosewater', 'hang', 'heavy', 'air', 'roll', 'thin', 'layer', 'dough', 'meticulously', 'craft', 'leyla', 'forget', 'check', 'oven', 'late', 'cause', 'disappointment', 'family', '\n\n', 'year', 'sigh', 'regret', 'leyla', 'realize', 'excel', 'passion', 'important', 'diligent', 'observant', 'patience', 'attention', 'detail', 'long', 'way', 'especially', 'come', 'bake', 'perfect', 'baklava', 'good', 'creation', 'come', 'heart', 'focus', 'task', 'hand', '\n\n', 'goodnight', 'love', 'sleep', 'soundly', 'know', 'like', 'leyla', 'delicious', 'baklava', 'life', 'hold', 'beauty', 'stay', 'patient', 'mindful']"
ollama-gemma2-2b_Father_Turkey_male,ollama-gemma2-2b,gemma,2B,male,Turkey,Father,197,"['time', 'nestle', 'amidst', 'bustling', 'street', 'istanbul', 'live', 'young', 'boy', 'name', 'ahmet', 'know', 'bright', 'smile', 'bright', 'eye', 'ahmet', 'love', 'collect', 'shiny', 'pebble', 'adventure', 'hold', 'little', 'story', 'smooth', 'surface', '\n\n', 'day', 'ahmet', 'find', 'particularly', 'beautiful', 'pebble', 'swirling', 'rainbow', 'color', 'reflect', 'set', 'sun', 'like', 'prism', 'hold', 'close', 'feel', 'overwhelming', 'urge', 'rush', 'home', 'eager', 'share', 'treasure', '\n\n', 'soon', 'display', 'pebble', 'child', 'gather', 'eye', 'wide', 'envy', 'start', 'ask', 'ahmet', 'find', 'say', 'boy', 'voice', 'lace', 'jealousy', 'cry', 'want', '\n\n', 'ahmet', 'heart', 'sink', 'suddenly', 'remember', 'father', 'advice', 'share', 'treasure', 'make', 'joy', 'big', 'small', 'ahmet', 'share', 'pebble', 'offer', 'share', 'pebble', '\n\n', 'learn', 'valuable', 'lesson', 'night', 'true', 'happiness', 'come', 'share', 'hoarding', 'small', 'pebble', 'bring', 'immense', 'joy', 'give', 'away', 'love']"
ollama-gemma2-2b_Father_Morocco_female,ollama-gemma2-2b,gemma,2B,female,Morocco,Father,207,"['daughter', 'tonight', 'tell', 'tale', 'leila', 'young', 'girl', 'moroccan', 'village', 'day', 'leila', 'wake', 'early', 'heart', 'story', 'run', 'sun', 'bake', 'street', 'reach', 'bustling', 'marketplace', 'spice', 'fill', 'air', 'warmth', 'laughter', '\n\n', 'day', 'find', 'beautiful', 'red', 'scarf', 'lying', 'ground', 'weave', 'fine', 'silk', 'skillful', 'hand', 'ask', 'grandmother', 'eye', 'wide', 'curiosity', 'wise', 'woman', 'smile', 'symbol', 'resilience', 'dear', 'leila', 'mean', 'hold', 'strong', 'time', 'trouble', '\n\n', 'leila', 'clutch', 'scarf', 'tightly', 'red', 'fabric', 'pulsing', 'life', 'day', 'go', 'face', 'challenge', 'lost', 'kite', 'windy', 'day', 'miss', 'bag', 'date', 'market', 'time', 'leila', 'hold', 'tight', 'scarf', 'comfort', 'warmth', 'strength', 'remind', 'face', 'hardship', 'resilience', 'endless', 'river', 'flow', 'like', 'red', 'silk', '\n\n', 'remember', 'love', 'like', 'leila', 'scarf', 'wellspring', 'inner', 'strength', 'inside', 'afraid', 'face', 'challenge', 'chance', 'grow', 'learn', 'shine', 'brightly']"
ollama-gemma2-2b_Father_Morocco_male,ollama-gemma2-2b,gemma,2B,male,Morocco,Father,201,"['tonight', 'shall', 'hear', 'tale', 'jamal', 'young', 'weaver', 'marrakech', 'jamal', 'love', 'craft', 'weave', 'intricate', 'design', 'vibrant', 'tapestry', 'depict', 'scene', 'life', 'bustling', 'city', 'humble', 'rarely', 'show', 'work', 'spend', 'hour', 'river', 'lose', 'thread', 'pattern', 'completely', 'oblivious', 'pass', 'crowd', '\n\n', 'day', 'travel', 'merchant', 'come', 'town', 'boast', 'silk', 'weave', 'gold', 'thread', 'air', 'buzz', 'envy', 'people', 'gawk', 'gleam', 'fabric', 'jamal', 'heart', 'sink', 'see', 'merchant', 'pride', 'feel', 'quiet', 'contentment', 'small', 'workshop', 'know', 'art', 'hold', 'beauty', 'worth', 'define', 'material', 'thing', '\n\n', 'jamal', 'return', 'weaving', 'determine', 'craft', 'tapestry', 'showcase', 'intricate', 'dance', 'life', 'laughter', 'love', 'hardship', 'resilience', 'weave', 'thread', 'vibrant', 'blue', 'orange', 'mirror', 'sunset', 'marrakech', 'sky', 'present', 'family', 'marvel', 'beauty', 'soul', 'reflect', 'jamal', 'learn', 'valuable', 'lesson', 'true', 'worth', 'come', 'self', 'belief', 'shin', 'bright', 'gold', 'thread']"
