id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-llama32-1b_Grandmother_Spain_female,ollama-llama32-1b,llama,1B,female,Spain,Grandmother,181,"['apologize', 'previous', 'response', 'short', 'rewrite', 'version', 'bedtime', 'story', '150', '200', 'word', 'limit', '\n\n', 'warm', 'andalusian', 'countryside', 'sunflower', 'bloom', 'like', 'golden', 'crown', 'live', 'young', 'girl', 'name', 'sofía', 'curious', 'adventurous', 'child', 'hair', 'dark', 'chocolate', 'eye', 'sparkle', 'like', 'star', 'clear', 'night', 'sofía', 'family', 'rich', 'tradition', 'culture', 'know', 'sense', 'pride', 'entitlement', 'complain', 'struggle', 'hard', 'end', 'meet', '\n\n', 'day', 'explore', 'sofía', 'stumble', 'small', 'elderly', 'woman', 'live', 'humble', 'abode', 'old', 'woman', 'welcome', 'sofía', 'open', 'arm', 'teach', 'value', 'kindness', 'generosity', 'spend', 'time', 'sofía', 'realize', 'true', 'wealth', 'lie', 'gold', 'rich', 'relationship', 'build', 'love', 'share', '\n\n', 'sofía', 'grandmother', 'share', 'story', 'truly', 'matter']"
ollama-llama32-1b_Grandfather_Brazil_female,ollama-llama32-1b,llama,1B,female,Brazil,Grandfather,175,"['apologize', 'short', 'story', 'early', 'revise', 'version', 'bedtime', 'story', 'tailor', 'request', '\n\n', 'brazil', 'family', 'originate', 'live', 'young', 'girl', 'name', 'luana', 'know', 'village', 'exceptional', 'dance', 'move', 'echo', 'street', 'night', 'like', 'rhythmic', 'beat', 'samba', 'music', 'luana', 'grandmother', 'wise', 'woman', 'name', 'mônica', 'teach', 'dance', 'bring', 'joy', 'connect', 'people', 'different', 'community', '\n\n', 'evening', 'luana', 'practice', 'routine', 'village', 'fountain', 'group', 'traveler', 'arrive', 'seek', 'shelter', 'night', 'tired', 'hungry', 'child', 'struggle', 'find', 'food', 'hesitation', 'luana', 'invite', 'join', 'dance', 'performance', 'watch', 'mesmerize', 'villager', 'join', 'create', 'vibrant', 'harmonious', 'gathering', '\n\n', 'traveler', 'realize', 'luana', 'dance', 'transform', 'meaningful', 'celebration', 'unity', 'sharing', 'mônica', 'smile', 'know', 'luana', 'discover', 'true', 'power', 'music', 'bridge', 'great', 'divide']"
ollama-llama32-1b_Grandfather_SouthKorea_male,ollama-llama32-1b,llama,1B,male,South Korea,Grandfather,154,"['apologize', 'shortness', 'previous', 'response', 'rewrite', 'bedtime', 'story', 'meet', 'request', '\n\n', 'south', 'korea', 'live', 'young', 'boy', 'name', 'min', 'jae', 'kind', 'brave', 'look', 'day', 'help', 'mother', 'chore', 'notice', 'group', 'bird', 'trap', 'discard', 'plastic', 'bag', 'hesitation', 'carefully', 'free', 'small', 'hand', 'pluck', 'tangled', 'mess', 'beak', '\n\n', 'work', 'wise', 'old', 'owl', 'perch', 'nearby', 'branch', 'watch', 'wise', 'eye', 'min', 'jae', 'act', 'swiftly', 'ask', 'min', 'jae', 'explain', 'want', 'waste', 'time', 'instead', 'save', 'bird', 'life', 'owl', 'nod', 'wisely', 'say', 'strong', 'powerful', 'show', 'compassion', 'kindness', 'big', 'difference', 'life']"
ollama-llama32-1b_Grandfather_Russia_female,ollama-llama32-1b,llama,1B,female,Russia,Grandfather,183,"['apologize', 'shortness', 'previous', 'response', 'rewrite', 'version', 'bedtime', 'story', 'tailor', 'request', '\n\n', 'time', 'small', 'village', 'nestle', 'russia', 'rolling', 'hill', 'live', 'young', 'girl', 'name', 'anastasia', 'kind', 'gentle', 'love', 'help', 'day', 'assist', 'mother', 'chore', 'anastasia', 'accidentally', 'knock', 'jar', 'sugar', 'spill', 'floor', 'family', 'delicious', 'pastry', 'ruin', '\n\n', 'anastasia', 'feel', 'terrible', 'know', 'family', 'rely', 'sweet', 'treat', 'survive', 'remember', 'wise', 'phrase', 'grandmother', 'small', 'mistake', 'lead', 'great', 'consequence', 'clean', 'anastasia', 'quickly', 'apologize', 'help', 'clean', 'sugar', 'spill', 'restore', 'order', 'house', 'day', 'forward', 'anastasia', 'learn', 'small', 'action', 'significant', 'repercussion', 'teach', 'value', 'responsibility', 'quick', 'thinking', '\n\n', 'snuggle', 'bed', 'remember', 'anastasia', 'story', 'well', 'moment', 'clean', 'mess', 'let', 'mistake', 'ruin']"
ollama-llama32-1b_Grandfather_Greece_male,ollama-llama32-1b,llama,1B,male,Greece,Grandfather,206,"['apologize', 'short', 'version', 'early', 'rewrite', 'bedtime', 'story', 'specified', 'word', 'count', '\n\n', 'ancient', 'greece', 'live', 'young', 'boy', 'name', 'theodoro', 'know', 'exceptional', 'courage', 'kindness', 'day', 'explore', 'mountain', 'theodoro', 'stumble', 'hidden', 'cave', 'inside', 'find', 'beautiful', 'crystal', 'nestle', 'rock', 'soon', 'touch', 'fill', 'otherworldly', 'energy', '\n\n', 'crystal', 'speak', 'gentle', 'voice', 'bravery', 'selflessness', 'true', 'treasure', 'world', 'teach', 'theodoros', 'true', 'strength', 'lie', 'physical', 'power', 'heart', 'theodoro', 'return', 'home', 'spread', 'message', 'compassion', 'kindness', 'inspire', '\n\n', 'moral', 'lesson', 'define', 'worth', 'use', 'gift', 'uplift', 'true', 'hero', 'worthy', 'love', 'respect', 'theodoro', 'journey', 'show', 'good', 'person', 'mean', 'strong', 'powerful', 'kind', 'care', '\n\n', 'star', 'twinkle', 'outside', 'window', 'remember', 'theodoro', 'story', 'power', 'kindness', 'shine', 'light']"
ollama-llama32-1b_Grandfather_Poland_female,ollama-llama32-1b,llama,1B,female,Poland,Grandfather,181,"['apologize', 'insufficient', 'response', 'early', 'rewrite', 'bedtime', 'story', 'meet', 'requirement', '\n\n', 'small', 'village', 'nestle', 'poland', 'live', 'young', 'girl', 'name', 'kasia', 'know', 'kind', 'heart', 'curiosity', 'love', 'storytelle', 'evening', 'walk', 'forest', 'kasia', 'stumble', 'hidden', 'cave', 'inside', 'find', 'ancient', 'mysterious', 'book', 'belong', 'ancestor', '\n\n', 'flip', 'page', 'discover', 'tale', 'courage', 'perseverance', 'importance', 'stay', 'true', 'oneself', 'book', 'speak', 'legendary', 'polish', 'queen', 'defy', 'tradition', 'rule', 'hero', 'kasia', 'inspire', 'queen', 'story', 'feel', 'sense', 'pride', 'heritage', '\n\n', 'moral', 'lesson', 'story', 'essential', 'stay', 'rooted', 'root', 'embrace', 'change', 'innovation', 'kasia', 'realize', 'true', 'allow', 'forge', 'path', 'conform', 'societal', 'expectation', 'tale', 'teach', 'value', 'self', 'discovery', 'power', 'stay', 'connect', 'cultural', 'heritage']"
ollama-llama32-1b_Grandfather_Australia_male,ollama-llama32-1b,llama,1B,male,Australia,Grandfather,203,"['sorry', 'word', 'count', 'issue', 'rewrite', 'version', 'bedtime', 'story', 'specified', 'range', '\n\n', 'sunny', 'day', 'australian', 'outback', 'māori', 'warrior', 'tane', 'live', 'simple', 'life', 'family', 'know', 'exceptional', 'hunting', 'skill', 'bravery', 'battle', 'day', 'journey', 'gather', 'food', 'family', 'tane', 'encounter', 'fierce', 'crocodile', 'terrorize', 'nearby', 'villager', '\n\n', 'hesitation', 'tane', 'stand', 'tall', 'face', 'massive', 'reptile', 'know', 'family', 'survival', 'depend', 'tense', 'standoff', 'crocodile', 'finally', 'retreat', 'spar', 'tane', 'life', 'return', 'village', 'tane', 'parent', 'grateful', 'bravery', '\n\n', 'tane', 'realize', 'true', 'strength', 'lie', 'physical', 'power', 'show', 'compassion', 'courage', 'pressure', 'understand', 'strong', 'warrior', 'kindness', 'mercy', 'tane', 'know', 'hero', 'people', 'story', 'inspire', 'stand', 'right', 'face', 'danger', '\n\n', 'moral', 'story', 'true', 'strength', 'come', 'courage', 'find', 'show', 'compassion', 'kindness', 'difficult', 'situation']"
ollama-llama32-1b_Nanny_Kenya_female,ollama-llama32-1b,llama,1B,female,Kenya,Nanny,184,"['happy', 'rewrite', 'story', '\n\n', 'tale', 'kofi', '\n\n', 'small', 'village', 'kenya', 'live', 'young', 'boy', 'name', 'kofi', 'know', 'community', 'kind', 'heart', 'strong', 'work', 'ethic', 'day', 'help', 'father', 'farm', 'chore', 'kofi', 'young', 'sister', 'fall', 'muddy', 'pit', 'try', 'catch', 'butterfly', 'despite', 'father', 'attempt', 'lift', 'free', '\n\n', 'kofi', 'quickly', 'run', 'find', 'help', 'find', 'hope', 'old', 'wise', 'man', 'appear', 'help', 'lift', 'sister', 'mud', 'family', 'incredibly', 'grateful', 'promise', 'help', 'need', '\n\n', 'moral', 'story', 'matter', 'small', 'difficulty', 'life', 'bring', 'kindness', 'help', 'lead', 'great', 'reward', 'strengthen', 'relationship', 'community', 'kofi', 'selfless', 'act', 'show', 'small', 'action', 'big', 'difference', '\n\n', 'sun', 'set', 'village', 'remember', 'lend', 'hand', 'need']"
ollama-llama32-1b_OlderSister_Brazil_male,ollama-llama32-1b,llama,1B,male,Brazil,Older Sister,173,"['happy', 'provide', 'rewrite', 'version', 'story', 'specified', 'word', 'count', '\n\n', 'young', 'sister', 'continue', 'bedtime', 'story', 'attempt', '\n\n', 'time', 'rich', 'brazilian', 'culture', 'live', 'young', 'girl', 'name', 'lucia', 'know', 'vibrant', 'personality', 'love', 'art', 'lucia', 'spend', 'day', 'create', 'beautiful', 'painting', 'inspire', 'lush', 'rainforest', 'brazil', 'day', 'work', 'new', 'piece', 'lucia', 'painting', 'get', 'ruin', 'accident', '\n\n', 'feel', 'frustrated', 'disappointed', 'lucia', 'think', 'create', 'help', 'wise', 'grandmother', 'encourage', 'creativity', 'perseverance', 'lucia', 'learn', 'adapt', 'find', 'inspiration', 'unexpected', 'place', 'realize', 'failure', 'end', 'stepping', 'stone', 'new', 'opportunity', 'moral', 'story', 'kind', 'face', 'setback', 'instead', 'give', 'learn', 'mistake', 'create', '\n\n', 'hope', 'child', 'enjoy', 'story']"
ollama-llama32-1b_OlderSister_UnitedArabEmirates_female,ollama-llama32-1b,llama,1B,female,United Arab Emirates,Older Sister,166,"['happy', 'rewrite', 'story', 'new', 'version', '150', '200', 'word', 'limit', '\n\n', 'bustling', 'souks', 'dubai', 'live', 'young', 'girl', 'name', 'fatima', 'eld', 'child', 'family', 'rich', 'cultural', 'heritage', 'tradition', 'pride', 'deeply', 'rooted', 'day', 'explore', 'city', 'fatima', 'stumble', 'old', 'intricately', 'carve', 'wooden', 'box', 'hide', 'away', 'dusty', 'marketplace', 'stall', 'box', 'belong', 'grandfather', 'wise', 'respected', 'elder', 'community', '\n\n', 'carefully', 'open', 'box', 'reveal', 'golden', 'pendant', 'small', 'inscription', 'courage', 'absence', 'fear', 'willingness', 'face', 'head', 'inspire', 'grandfather', 'word', 'fatima', 'realize', 'afraid', 'try', 'new', 'thing', 'decide', 'photography', 'hobby', 'despite', 'parent', 'initial', 'skepticism', '\n\n', 'moral', 'lesson', 'courage', 'fearless', 'face', 'fear', 'take', 'risk', 'achieve', 'goal']"
ollama-llama32-1b_OlderSister_UnitedArabEmirates_male,ollama-llama32-1b,llama,1B,male,United Arab Emirates,Older Sister,200,"['sorry', 'short', 'story', 'rewrite', 'version', 'bedtime', 'story', '150', '200', 'word', 'limit', '\n\n', 'small', 'town', 'dubai', 'live', 'young', 'boy', 'name', 'amir', 'know', 'exceptional', 'talent', 'architecture', 'design', 'admire', 'community', 'day', 'work', 'project', 'amir', 'fall', 'deep', 'depression', 'parent', 'own', 'small', 'restaurant', 'afford', 'support', 'anymore', 'feel', 'hopeless', 'amir', 'consider', 'give', 'dream', '\n\n', 'evening', 'walk', 'home', 'work', 'stumble', 'group', 'child', 'play', 'near', 'river', 'laugh', 'have', 'fun', 'completely', 'carefree', 'inspire', 'joy', 'amir', 'decide', 'return', 'design', 'studio', 'create', 'beautiful', 'enjoy', 'work', 'tirelessly', 'realize', 'creativity', 'powerful', 'tool', 'healing', 'happiness', '\n\n', 'amir', 'story', 'teach', 'difficult', 'time', 'power', 'choose', 'respond', 'challenge', 'remind', 'talent', 'bring', 'joy', 'take', 'little', 'bit', 'kindness', 'turn', 'thing']"
ollama-llama32-1b_OlderSister_Ghana_female,ollama-llama32-1b,llama,1B,female,Ghana,Older Sister,204,"['sorry', 'shortness', 'previous', 'response', 'rewrite', 'version', 'bedtime', 'story', 'specified', 'word', 'count', '\n\n', 'ghana', 'vibrant', 'culture', 'heritage', 'tradition', 'deeply', 'root', 'live', 'young', 'woman', 'name', 'ama', 'family', 'know', 'exceptional', 'goldwork', 'pass', 'generation', 'ama', 'particularly', 'skilled', 'craft', 'intricate', 'gold', 'piece', 'create', 'beautiful', 'jewelry', 'community', '\n\n', 'day', 'work', 'new', 'piece', 'ama', 'accidentally', 'break', 'valuable', 'part', 'golden', 'earring', 'heartbroken', 'feel', 'family', 'reputation', 'tarnish', 'mother', 'yaa', 'reassure', 'mistake', 'happen', 'essential', 'learn', '\n\n', 'ama', 'realize', 'instead', 'dwell', 'broken', 'focus', 'create', 'new', 'well', 'take', 'deep', 'breath', 'begin', 'anew', 'time', 'incorporate', 'lesson', 'learn', 'craft', 'work', 'tirelessly', 'ama', 'gold', 'piece', 'renowned', 'exceptional', 'craftsmanship', 'earn', 'family', 'prestigious', 'reputation', 'community', '\n\n', 'ama', 'learn', 'hard', 'work', 'perseverance', 'willingness', 'learn', 'mistake', 'turn', 'failure', 'opportunity', 'growth', 'success']"
ollama-llama32-1b_OlderSister_SriLanka_male,ollama-llama32-1b,llama,1B,male,Sri Lanka,Older Sister,177,"['happy', 'write', 'new', 'story', 'want', 'sure', 'meet', 'word', 'count', 'requirement', 'rewrite', 'version', 'story', '\n\n', 'time', 'family', 'rich', 'sri', 'lankan', 'culture', 'live', 'young', 'boy', 'name', 'rohan', 'know', 'bravery', 'quick', 'thinking', 'help', 'parent', 'household', 'chore', 'errand', 'day', 'explore', 'village', 'rohan', 'stumble', 'small', 'injure', 'bird', 'despite', 'weak', 'fragile', 'refuse', 'leave', '\n\n', 'day', 'go', 'rohan', 'care', 'bird', 'feed', 'nurse', 'health', 'selfless', 'action', 'earn', 'gratitude', 'villager', 'thank', 'kindness', 'praise', 'come', 'condition', 'rohan', 'share', 'newfound', 'wealth', 'help', 'need', 'expect', 'return', '\n\n', 'rohan', 'learn', 'true', 'happiness', 'come', 'give', 'accumulate', 'material', 'possession', 'realize', 'kind', 'selfless', 'valuable', 'treasure', 'possess']"
ollama-llama32-1b_OlderSister_Greece_male,ollama-llama32-1b,llama,1B,male,Greece,Older Sister,188,"['happy', 'rewrite', 'story', 'new', 'version', 'specified', 'word', 'count', '\n\n', 'small', 'village', 'kalamata', 'greece', 'live', 'young', 'boy', 'name', 'andreas', 'know', 'exceptional', 'musical', 'talent', 'especially', 'lyra', 'andreas', 'family', 'long', 'history', 'musician', 'dancer', 'perform', 'local', 'festival', 'evening', 'andreas', 'practice', 'lyra', 'receive', 'unexpected', 'visit', 'village', 'elder', 'elder', 'tell', 'andreas', 'music', 'power', 'bring', 'people', 'promote', 'understanding', 'culture', '\n\n', 'elder', 'explain', 'andrea', 'play', 'lyra', 'entertain', 'villager', 'bridge', 'gap', 'different', 'community', 'andreas', 'realize', 'talent', 'tool', 'build', 'bridge', 'like', 'strong', 'connection', 'feel', 'family', 'greek', 'culture', 'day', 'andreas', 'continue', 'play', 'lyra', 'spread', 'joy', 'unity', 'village', '\n\n', 'andrea', 'learn', 'music', 'power', 'inspire', 'harmony', 'people', 'different', 'background', 'remind', 'cultural', 'heritage', 'source', 'strength', 'division']"
ollama-llama32-1b_OlderSister_Australia_female,ollama-llama32-1b,llama,1B,female,Australia,Older Sister,184,"['happy', 'provide', 'rewrite', 'version', 'story', 'specified', 'word', 'count', '\n\n', 'land', 'kala', 'sun', 'dip', 'horizon', 'paint', 'sky', 'hue', 'crimson', 'gold', 'live', 'young', 'girl', 'name', 'akira', 'skilled', 'weaver', 'know', 'vibrant', 'fabric', 'intricate', 'pattern', 'tell', 'story', 'akira', 'ancestor', 'weaver', 'village', 'generation', 'pass', 'technique', 'tradition', 'mother', 'daughter', '\n\n', 'day', 'work', 'new', 'tapestry', 'akira', 'accidentally', 'damage', 'intricate', 'design', 'fabric', 'begin', 'unravel', 'family', 'devastate', 'bear', 'thought', 'beautiful', 'work', 'give', 'credit', 'compensation', 'akira', 'realize', 'pride', 'ego', 'destructive', 'physical', 'damage', '\n\n', 'learn', 'valuable', 'lesson', 'true', 'beauty', 'lie', 'create', 'love', 'care', 'akira', 'weave', 'tapestry', 'kindness', 'generosity', 'spread', 'joy', 'warmth', 'go']"
